"Type","Title","Director","Cast","Country","Date_added","Release_year","Rating","Duration","Listed_in","Age","IMDb","Rotten.Tomatoes","Netflix","Hulu","Prime.Video","Disney","Rating_category","Age_years","Cross_platform_score","Overall_score"
"TV Show","RESIDENT EVIL: Infinite Darkness","","Nick Apostolides, Stephanie Panisello, Ray Chase, Jona Xiao, Billy Kametz, Joe J. Thomas, Doug Stone, Brad Venable, Toshiyuki Morikawa, Yuhko Kaida, Fumihiko Tachiki, Megumi Han, Kenji Nojima, Kazuhiko Inoue, Aruno Tahara, Mitsuru Ogata","United States, Japan","July 8, 2021",2021,"TV-MA","1 Season","Anime Series, TV Horror, TV Thrillers","18+","5.8/10","67/100",1,0,0,0,"High",3,0.25,0.625
"TV Show","Cat People","","","","July 7, 2021",2021,"TV-14","1 Season","Docuseries","","6.3/10","56/100",1,0,0,0,"Medium",3,0.25,0.595
"TV Show","Dogs","","","United States","July 7, 2021",2021,"TV-PG","2 Seasons","Docuseries","all","8.1/10","63/100",1,0,0,0,"Low",3,0.25,0.72
"TV Show","The Mire","Jan Holoubek","Andrzej Seweryn, Dawid Ogrodnik, Zofia Wichłacz, Magdalena Walach, Piotr Fronczewski, Agnieszka Żulewska, Ireneusz Czop, Zbigniew Waleryś, Jacek Beler, Nel Kaczmarek","Poland","July 7, 2021",2021,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Dramas","18+","6.9/10","63/100",1,0,0,0,"High",3,0.25,0.66
"TV Show","The War Next-door","","Vanessa Bauche, Ana Layevska, Mark Tacher, Pascacio López, Elyfer Torres, Armando Said, Christian Vazquez, Marco León, Loreto Peralta, Isabella Patrón, Sara Isabel Quintero, Cecilia de los Santos Vargas","","July 7, 2021",2021,"TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Comedies","","5.7/10","56/100",1,0,0,0,"High",3,0.25,0.565
"TV Show","Between","","Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro","Canada","July 6, 2021",2016,"TV-14","2 Seasons","International TV Shows, TV Dramas, TV Mysteries","16+","6.0/10","62/100",1,0,0,0,"Medium",8,0.25,0.61
"TV Show","Chelsea","","","United States","July 6, 2021",2017,"TV-MA","2 Seasons","Stand-Up Comedy & Talk Shows, TV Comedies","18+","6.0/10","50/100",1,0,0,0,"High",7,0.25,0.55
"TV Show","Code Lyoko","","Raphaelle Bruneau, Sophie Landresse, Marie-Line Landerwyn, Géraldine Frippiat, Carole Baillien, Bruno Mullenaerts, Frédéric Meaux","France, Belgium","July 6, 2021",2007,"TV-Y7","4 Seasons","Kids' TV","7+","7.3/10","57/100",1,0,0,0,"Low",17,0.25,0.65
"TV Show","Colony","","Josh Holloway, Sarah Wayne Callies, Peter Jacobson, Amanda Righetti, Tory Kittles, Isabella Crovetti, Alex Neustaedter","United States","July 6, 2021",2018,"TV-14","3 Seasons","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","16+","7.4/10","77/100",1,0,0,0,"Medium",6,0.25,0.755
"TV Show","Cuckoo","","Andy Samberg, Taylor Lautner, Greg Davies, Helen Baxendale, Tamla Kari, Tyger Drew-Honey, Esther Smith","United Kingdom","July 6, 2021",2019,"TV-MA","5 Seasons","British TV Shows, International TV Shows, TV Comedies","16+","7.2/10","58/100",1,0,0,0,"High",5,0.25,0.65
"TV Show","Derry Girls","","Saoirse-Monica Jackson, Nicola Coughlan, Louisa Harland, Jamie-Lee O'Donnell, Dylan Llewellyn, Tara Lynne O'Neill, Kathy Kiera Clarke, Tommy Tiernan, Ian McElhinney, Siobhan McSweeney","United Kingdom","July 6, 2021",2019,"TV-MA","2 Seasons","British TV Shows, International TV Shows, TV Comedies","16+","8.4/10","81/100",1,0,0,0,"High",5,0.25,0.825
"TV Show","Girl from Nowhere","","Chicha Amatayakul, Thanawetch Siriwattanakul, Pajaree Nantarat, Thitinan Khlangphet, Chonnikan Netjui, Nutthasit Kotimanuswanich, Tatchapol Thitiapichai, Chanicha Boonpanuvichit, Morakot Liu, Ekawat Niratvorapanya, Anuchit Sapanpong, Awat Ratanapintha, Claudia Chakrapan, Piyathida Woramusik, Apasiri Kittithanon, Kunchanuj Kengkarnka, Nutnicha Lueanganankhun","Thailand","July 6, 2021",2021,"TV-MA","2 Seasons","International TV Shows, TV Dramas, TV Mysteries","18+","7.7/10","61/100",1,0,0,0,"High",3,0.25,0.69
"TV Show","Good Morning Call","","Haruka Fukuhara, Shunya Shiraishi, Dori Sakurada, Moe Arai, Kentaro, Shugo Nagashima, Koya Nagasawa, Hinako Tanaka, Tomoharu Hasegawa, Tomoko Fujita, Erika Mori, Kei Tanaka, Yosuke Sugino, Maryjun Takahashi, Itsuki Sagara, Madoka Yoshida","Japan","July 6, 2021",2017,"TV-14","2 Seasons","International TV Shows, Romantic TV Shows, TV Comedies","all","7.5/10","53/100",1,0,0,0,"Medium",7,0.25,0.64
"TV Show","I Think You Should Leave with Tim Robinson","","Tim Robinson, Andy Samberg, Sam Richardson, Will Forte, Fred Willard, Cecily Strong, Tim Heidecker, Kate Berlant","United States","July 6, 2021",2021,"TV-MA","2 Seasons","TV Comedies","18+","7.8/10","81/100",1,0,0,0,"High",3,0.25,0.795
"TV Show","Kim's Convenience","","Paul Sun-Hyung Lee, Jean Yoon, Andrea Bang, Simu Liu, Andrew Phung, Nicole Power","Canada","July 6, 2021",2021,"TV-MA","5 Seasons","International TV Shows, TV Comedies","16+","8.2/10","73/100",1,0,0,0,"High",3,0.25,0.775
"TV Show","Larva","","","Russia","July 6, 2021",2015,"TV-Y7","3 Seasons","Kids' TV, Korean TV Shows, TV Comedies","all","7.2/10","39/100",1,0,0,0,"Low",9,0.25,0.555
"TV Show","Marcella","","Anna Friel, Nicholas Pinnock, Sinéad Cusack, Nina Sosanya, Harry Lloyd, Laura Carmichael, Maeve Dermody, Ray Panthaki, Ian Puleston-Davies, Patrick Baladi, Florence Pugh, Jamie Bamber, Charlie Covell, Andrew Lancel, Jack Doolan, Tobias Santelmann, Stephen Lord, Ben Cura, Imogen Faires","United Kingdom","July 6, 2021",2019,"TV-MA","3 Seasons","British TV Shows, Crime TV Shows, International TV Shows","18+","7.4/10","72/100",1,0,0,0,"High",5,0.25,0.73
"TV Show","Midnight Diner: Tokyo Stories","","Kaoru Kobayashi, Joe Odagiri, Mansaku Fuwa, Reiko Kataoka, Koen Kondo, Bsaku Sato, Hirofumi Arai, Mamiko Itoh, Yuma Yamoto, Yoshinori Okada, Ah-sung Ko, Kosuke Toyohara, Yoshiyuki Morishita, Junko Miyashita, Tamaki Ogawa, Toru Kazama, Kotaro Shiga, Mitsuru Hirata, Toshiki Ayata, Shohei Uno, Tamae Ando, Risa Sudou, Asako Kobayashi, Takashi Yamanaka, Yutaka Matsushige, Ken Mitsuishi, Mikako Tabe, Kimiko Yo","Japan","July 6, 2021",2019,"TV-MA","2 Seasons","International TV Shows, TV Dramas","16+","8.4/10","57/100",1,0,0,0,"High",5,0.25,0.705
"TV Show","My Little Pony: Friendship Is Magic","","Ashleigh Ball, Tabitha St. Germain, Tara Strong, Andrea Libman, Cathy Weseluck, Nicole Oliver","United States, Canada","July 6, 2021",2018,"TV-Y","8 Seasons","Kids' TV","7+","7.6/10","68/100",1,1,0,0,"Low",6,0.5,0.72
"TV Show","Orange Is the New Black","","Taylor Schilling, Kate Mulgrew, Laura Prepon, Jason Biggs, Natasha Lyonne, Michael Harney, Uzo Aduba, Danielle Brooks, Samira Wiley, Dascha Polanco, Selenis Leyva, Nick Sandow, Yael Stone, Taryn Manning, Lea DeLaria, Matt McGorry, Emma Myles, Vicky Jeudy, Laverne Cox, Pablo Schreiber, Lori Petty, Ruby Rose, Adrienne C. Moore, Jackie Cruz, Elizabeth Rodriguez","United States","July 6, 2021",2019,"TV-MA","7 Seasons","TV Comedies, TV Dramas","18+","8.0/10","87/100",1,0,0,0,"High",5,0.25,0.835
"TV Show","Puffin Rock","","Chris O'Dowd, Kate McCafferty, Sally McDaid, Geraldine Cole, Brian McMonagle, Darragh Gargan","Ireland, United States, United Kingdom","July 6, 2021",2016,"TV-Y","2 Seasons","Kids' TV","all","8.7/10","49/100",1,0,0,0,"Low",8,0.25,0.68
"TV Show","Richie Rich","","Jake Brennan, Joshua Carlon, Lauren Taylor, Jenna Ortega, Kiff VandenHeuvel, Brooke Wexler","United States","July 6, 2021",2015,"TV-G","2 Seasons","Kids' TV, TV Comedies","all","3.3/10","37/100",1,0,0,0,"Low",9,0.25,0.35
"TV Show","Shtisel","","Doval'e Glickman, Michael Aloni, Ayelet Zurer, Neta Riskin, Shira Haas, Sarel Piterman, Zohar Shtrauss, Orly Silbersatz Banai, Sasson Gabai, Shlomo Shitrit","Israel","July 6, 2021",2021,"TV-14","3 Seasons","International TV Shows, TV Dramas","16+","8.6/10","65/100",1,0,0,0,"Medium",3,0.25,0.755
"TV Show","Some Assembly Required","","Kolton Stewart, Harrison Houde, Charlie Storwick, Sydney Scotia, Travis Turner, Ellie Harvie, Dylan Playfair","Canada","July 6, 2021",2015,"TV-Y","2 Seasons","Kids' TV, TV Comedies","all","3.7/10","44/100",1,0,1,0,"Low",9,0.5,0.405
"TV Show","Tales by Light","","Darren Jew, Art Wolfe, Krystle Wright, Peter Eastway, Richard l’Anson, Jack Thompson, Jonathan Scott, Angela Scott, Eric Cheng, Stephen Dupont","Australia","July 6, 2021",2018,"TV-14","3 Seasons","Docuseries, International TV Shows, Science & Nature TV","","8.3/10","55/100",1,0,0,0,"Medium",6,0.25,0.69
"TV Show","Terrace House: Opening New Doors","","You, Reina Triendl, Yoshimi Tokui, Azusa Babazono, Ryota Yamasato, Shono Hayama","Japan","July 6, 2021",2018,"TV-14","6 Seasons","International TV Shows, Reality TV","","7.8/10","49/100",1,0,0,0,"Medium",6,0.25,0.635
"TV Show","The A List","","Lisa Ambalavanar, Ellie Duckles, Savannah Baker, Cian Barry, Eleanor Bennett, Jacob Dudman, Rosie Dwyer, Jack Kane, Max Lohan, Nneka Okoye, Micheal Ward, Georgina Sadler, Indianna Ryan","United Kingdom","July 6, 2021",2021,"TV-PG","2 Seasons","British TV Shows, International TV Shows, TV Dramas","7+","5.5/10","60/100",1,0,0,0,"Low",3,0.25,0.575
"TV Show","The New Legends of Monkey","","Chai Hansen, Luciane Buchanan, Josh Thomson, Emilie Cocquerel, Josh McKenzie, Jordan Mooney, Jarred Blakiston","Australia, New Zealand","July 6, 2021",2020,"TV-PG","2 Seasons","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","7+","6.5/10","62/100",1,0,0,0,"Low",4,0.25,0.635
"TV Show","The Worst Witch","","Bella Ramsey, Clare Higgins, Meibh Campbell, Raquel Cassidy, Jenny Richardson, Miriam Petche, Tallulah Milligan, Wendy Craig, Shauna Shim","United Kingdom, Germany","July 6, 2021",2020,"TV-G","4 Seasons","British TV Shows, Kids' TV","7+","7.3/10","53/100",1,0,0,0,"Low",4,0.25,0.63
"TV Show","Undercover","","Tom Waes, Anna Drijver, Frank Lammers, Elise Schaap, Raymond Thiry, Kris Cuppens, Kevin Janssens, Huub Smit","Belgium, Netherlands","July 6, 2021",2020,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Action & Adventure","18+","7.8/10","64/100",1,0,1,0,"High",4,0.5,0.71
"TV Show","Workin' Moms","","Catherine Reitman, Dani Kind, Juno Rinaldi, Jessalyn Wanlim, Philip Sternberg, Ryan Belleville, Olunike Adeliyi, Dennis Andres, Katherine Barrell, Sarah McVie, Peter Keleghan","Canada","July 6, 2021",2021,"TV-MA","5 Seasons","International TV Shows, TV Comedies","18+","7.6/10","70/100",1,0,0,0,"High",3,0.25,0.73
"TV Show","YooHoo to the Rescue","","Kira Buckland, Ryan Bartley, Bryce Papenbrook, Cassandra Morris, Lucien Dodge, Kyle Hebert","South Korea","July 6, 2021",2020,"TV-Y","3 Seasons","Kids' TV, Korean TV Shows","all","6.6/10","35/100",1,0,0,0,"Low",4,0.25,0.505
"TV Show","You Are My Spring","","Seo Hyun-jin, Kim Dong-wook, Yoon Bak, Nam Gyu-ri, Kim Ye-won, Han Min, Lee Hae-yeong, Ji Seung-hyun, Kim Seo-kyung, Hwang Seung-un, Oh Hyun-kyung, Kang Hoon, Park Sang-nam, Baek Hyun-joo, Park Ye-ni, Yun Ji-on, Kim Ri-woo, Park Ki-deok, Yun Sang-jeong, Ji Hye-in, Kim Myung-jun","","July 6, 2021",2021,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","","7.3/10","53/100",1,0,0,0,"Medium",3,0.25,0.63
"TV Show","We the People","","H.E.R., Adam Lambert, Cordae, Kristen Anderson-Lopez, Daveed Diggs, Brittany Howard, Robert Lopez, Lin-Manuel Miranda, Brandi Carlile, Kyle Harvey, Bebe Rexha, Andra Day, Janelle Monáe, Amanda Gorman","United States","July 4, 2021",2021,"TV-Y7","1 Season","Kids' TV","7+","4.5/10","52/100",1,0,0,0,"Low",3,0.25,0.485
"TV Show","Grey's Anatomy","","Ellen Pompeo, Sandra Oh, Katherine Heigl, Justin Chambers, Patrick Dempsey, Chandra Wilson, T.R. Knight, James Pickens Jr., Isaiah Washington, Sara Ramirez, Eric Dane, Chyler Leigh, Kate Walsh, Kevin McKidd, Jessica Capshaw","United States","July 3, 2021",2020,"TV-14","17 Seasons","Romantic TV Shows, TV Dramas","16+","7.5/10","87/100",1,1,0,0,"Medium",4,0.5,0.81
"TV Show","Big Timber","","","","July 2, 2021",2020,"TV-14","1 Season","International TV Shows, Reality TV","","6.4/10","50/100",1,0,0,0,"Medium",4,0.25,0.57
"TV Show","Mortel","","Carl Malapa, Nemo Schiffman, Manon Bresch, Corentin Fila, Anaïs Thomas, Firmine Richard, Raphaëlle Agogué, Marvin Dubart, Léa Léviant, Assa Sylla, Stéphane Brel","France","July 2, 2021",2019,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Dramas","18+","6.6/10","60/100",1,0,0,0,"High",5,0.25,0.63
"Movie","Charlie's Angels","McG","Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell, Kelly Lynch, Tim Curry, Crispin Glover, Matt LeBlanc, LL Cool J, Tom Green, Luke Wilson","United States, Germany","July 1, 2021",2000,"PG-13","98 min","Action & Adventure, Comedies","16+","4.4/10","44/100",1,0,1,0,"Medium",24,0.5,0.44
"TV Show","Generation 56k","","Angelo Spagnoletti, Cristina Cappelli, Alfredo Cerrone, Azzurra Iacone, Gianluca Colucci (Fru), Gennaro Filippone, Fabio Balsamo, Egidio Mercurio, Sebastiano Kiniger, Biagio Forestieri, Sveva Simeone, Ilenia Zanfardino, Roberta Migliucci, Claudia Tranchese","","July 1, 2021",2021,"TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","","7.4/10","63/100",1,0,0,0,"High",3,0.25,0.685
"TV Show","Masameer County","Malik Nejer","Malik Nejer, Abdulaziz Alshehri, Mazroa Almazroa, Lama Alfard, Yousef Aldakheel, Ibraheem Hajjaj, Nawaf Alshubaili, Sohayb Godus, Shahad Alahmari","","July 1, 2021",2021,"TV-MA","1 Season","International TV Shows, TV Comedies","","8.3/10","65/100",1,0,0,0,"High",3,0.25,0.74
"TV Show","Quarantine Tales","Sidharta Tata, Aco Tenriyagelli, Dian Sastrowardoyo, Ifa Isfansyah, Jason Iskandar","Adinia Wirasti, Marissa Anita, Faradina Mufti, Teuku Rifnu Wikana, Arawinda Kirana, Abdurrahman Arif, Verdi Solaiman, Kiki Narendra, Brigitta Cynthia, Roy Sungkono, Windy Apsari","","July 1, 2021",2020,"TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","","","47/100",1,0,0,0,"High",4,0.25,NA
"TV Show","Rainbow Rangers","","Penelope Rawlins, Juliette Crosbie, Zehra Naqvi, Phillipa Alexander, Aileen Mythen","United States","July 1, 2021",2018,"TV-Y","1 Season","Kids' TV","all","5.4/10","44/100",1,0,0,0,"Low",6,0.25,0.49
"TV Show","Sailor Moon Crystal","","Kotono Mitsuishi, Hisako Kanemoto, Rina Satou, Ami Koshimizu, Shizuka Ito, Ryo Hirohashi, Kenji Nojima, Misa Watanabe","","July 1, 2021",2016,"TV-Y7","3 Seasons","Anime Series, Kids' TV","16+","8.0/10","62/100",1,1,0,0,"Low",8,0.5,0.71
"Movie","Star Trek","J.J. Abrams","Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana, Simon Pegg, John Cho, Anton Yelchin, Eric Bana, Leonard Nimoy, Bruce Greenwood, Ben Cross, Winona Ryder","United States, Germany","July 1, 2021",2009,"PG-13","128 min","Action & Adventure, Sci-Fi & Fantasy","7+","8.3/10","82/100",1,1,1,0,"Medium",15,0.75,0.825
"Movie","The Game","David Fincher","Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat, Carroll Baker, Anna Katarina, Armin Mueller-Stahl","United States","July 1, 2021",1997,"R","129 min","Thrillers","16+","6.7/10","59/100",1,1,1,0,"High",27,0.75,0.63
"TV Show","Young Royals","","Edvin Ryding, Omar Rudberg, Malte Gårdinger, Frida Argento, Nikita Uggla, Pernilla August","Sweden","July 1, 2021",2021,"TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","","8.6/10","74/100",1,0,0,0,"High",3,0.25,0.8
"TV Show","Droppin' Cash: Los Angeles","","","United States","June 30, 2021",2019,"TV-MA","1 Season","Reality TV","16+","3.5/10","30/100",1,0,0,0,"High",5,0.25,0.325
"TV Show","Somos.","","Mercedes Hernández, Jesús Sida, Jero Medina, Armando Silva, Jimena Pagaza, Antonio López Torres, Everardo Arzate, Arelí González, Jesús Herrera, Ulises Soto, Iliana Donatlán, Fernando Larrañaga, Mario Alberto Quiñones, Alejandro Ruiz, Natalia Martínez, Josué Guerra, Salvador Montenegro, Caraly Sánchez, Clementina Guadarrama","Mexico","June 30, 2021",2021,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","18+","7.2/10","61/100",1,0,0,0,"High",3,0.25,0.665
"TV Show","The Daily Life of the Immortal King","","Sun Lulu, Qian Chen, Gu Jiangshan","China","June 30, 2021",2020,"TV-14","1 Season","Anime Series, International TV Shows, Teen TV Shows","16+","7.4/10","53/100",1,0,0,0,"Medium",4,0.25,0.635
"TV Show","StarBeam","","Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent, Rhona Rees, Diana Kaarina","United States","June 29, 2021",2021,"TV-Y","4 Seasons","Kids' TV","all","6.9/10","47/100",1,0,0,0,"Low",3,0.25,0.58
"TV Show","The Seven Deadly Sins","","Yuki Kaji, Sora Amamiya, Misaki Kuno, Aoi Yuki, Tatsuhisa Suzuki, Jun Fukuyama, Mamoru Miyano, Maaya Sakamoto","Japan","June 28, 2021",2021,"TV-14","5 Seasons","Anime Series, International TV Shows","16+","8.0/10","75/100",1,0,0,0,"Medium",3,0.25,0.775
"Movie","Wanted","Nibal Arakji","Daad Rizk, Georges Diab, Sihame Haddad, Georges Boukhalil, Aida Sabra, Pierre Rabbat, Myriam Klink, Dory El Samarany, Josyane Boulos","","June 28, 2021",2019,"TV-14","90 min","Comedies, International Movies","16+","7.7/10","63/100",1,0,0,0,"Medium",5,0.25,0.7
"TV Show","Ray","Srijit Mukherji, Vasan Bala, Abhishek Chaubey","Manoj Bajpayee, Gajraj Rao, Kay Kay Menon, Ali Fazal, Harshvardhan Kapoor, Radhika Madan, Shweta Basu Prasad, Chandan Roy Sanyal, Akansha Ranjan Kapoor, Rajesh Sharma, Bidita Bag, Kharaj Mukherjee, Dibyendu Bhattacharya, Shruthy Menon, Anindita Bose, Neeraj Purohit, Loveleen Mishra, Raghuvir Yadav, Manoj Pahwa","","June 25, 2021",2021,"TV-MA","1 Season","International TV Shows, TV Dramas, TV Mysteries","","7.3/10","67/100",1,0,0,0,"High",3,0.25,0.7
"TV Show","Sex/Life","","Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette","United States","June 25, 2021",2021,"TV-MA","1 Season","Romantic TV Shows, TV Dramas","18+","5.4/10","73/100",1,0,0,0,"High",3,0.25,0.635
"TV Show","Godzilla Singular Point","","Yume Miyamoto, Shoya Ishige, Misaki Kuno, Rie Kugimiya, Taro Kiuchi, Wataru Takagi, Ayako Takeuchi, Yohei Azakami, Jin Urayama, Kotori Koiwai, Kenichi Suzumura, Natsuho Koda, Hiromichi Tezuka, Ryotaro Okiayu, Runa Onodera, Kenta Miyake, Masako Isobe, Tomoyuki Shimura","","June 24, 2021",2021,"TV-14","1 Season","Anime Series, International TV Shows","16+","6.6/10","58/100",1,0,0,0,"Medium",3,0.25,0.62
"TV Show","Jiva!","","Noxolo Dlamini, Candice Modiselle, Sne Mbatha, Stella Dlangalala, Zazi Kunene, Ntuthuzelo Grootboom, Given Stuurman, Tony Kgoroge, Anga Makubalo, Sibulele Gcilitshana, Zamani Mbatha, Kagiso Modupe","","June 24, 2021",2021,"TV-MA","1 Season","International TV Shows, TV Dramas","18+","5.7/10","53/100",1,0,0,0,"High",3,0.25,0.55
"TV Show","The Naked Director","","Takayuki Yamada, Shinnosuke Mitsushima, Tetsuji Tamayama, Misato Morita, Tokio Emoto, Sairi Ito, Ami Tomite, Takenori Goto, Koyuki, Lily Franky, Jun Kunimura, Ryo Ishibashi, Kotaro Yoshida, Itsuji Itao, Kimiko Yo","Japan","June 24, 2021",2021,"TV-MA","2 Seasons","International TV Shows, TV Dramas","18+","7.7/10","66/100",1,0,0,0,"High",3,0.25,0.715
"TV Show","The Parisian Agency: Exclusive Properties","","Olivier Kretz, Sandrine Kretz, Valentin Kretz, Martin Kretz, Louis Kretz","","June 23, 2021",2021,"TV-G","1 Season","International TV Shows, Reality TV","","6.9/10","58/100",1,0,0,0,"Low",3,0.25,0.635
"TV Show","Too Hot to Handle","","Desiree Burch","United States","June 23, 2021",2021,"TV-MA","2 Seasons","Reality TV, Romantic TV Shows","18+","4.6/10","61/100",1,0,0,0,"High",3,0.25,0.535
"Movie","Broken","Anurin Nwunembom","Syndy Emade, John Dumelo, Nchifor Valery, Alenne Menget, Ojong Felix, Nabila Rodriguez, T. Pana Wynchester, Eyebe Beniamin, Kougoin Kenneth Yuh, Otia Vitalis","","June 22, 2021",2019,"TV-14","108 min","Dramas, International Movies, Romantic Movies","16+","6.9/10","52/100",1,0,0,0,"Medium",5,0.25,0.605
"TV Show","This Is Pop","","","","June 22, 2021",2021,"TV-MA","1 Season","Docuseries, International TV Shows","","6.9/10","58/100",1,0,0,0,"High",3,0.25,0.635
"TV Show","The Mole","","Anderson Cooper","United States","June 21, 2021",2001,"TV-14","2 Seasons","Reality TV, TV Action & Adventure, TV Mysteries","","7.5/10","58/100",1,0,0,0,"Medium",23,0.25,0.665
"TV Show","Black Lightning","","Cress Williams, James Remar, Marvin 'Krondon' Jones III, Jill Scott, China Anne McClain, Damon Gupton, Nafessa Williams, Christine Adams","United States","June 19, 2021",2021,"TV-14","4 Seasons","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","16+","6.1/10","71/100",1,0,0,0,"Medium",3,0.25,0.66
"TV Show","Call My Agent!","","Camille Cottin, Thibault De Montalembert, Grégory Montel, Liliane Rovère, Fanny Sidney, Laure Calamy, Nicolas Maury, Stéfi Celma, Assaad Bouab, Isabelle Adjani, Juliette Binoche, Virginie Efira, Christopher Lambert","France","June 19, 2021",2018,"TV-MA","4 Seasons","International TV Shows, TV Comedies, TV Dramas","16+","8.3/10","68/100",1,0,0,0,"High",6,0.25,0.755
"TV Show","Champions","","Anders Holm, Fortune Feimster, Andy Favreau, J.J. Totah, Mouzam Makkar, Yassir Lester, Robert Costanzo, Ginger Gonzaga, Mindy Kaling","United States","June 19, 2021",2018,"TV-14","1 Season","TV Comedies","16+","6.1/10","57/100",1,1,0,0,"Medium",6,0.5,0.59
